geo_level,geo_code,area,sex,total,geo_version
district,513,Rural,Female,614394,2011
district,513,Urban,Female,278822,2011
district,514,Rural,Female,764338,2011
district,514,Urban,Female,183235,2011
district,515,Rural,Female,999287,2011
district,515,Urban,Female,777526,2011
district,516,Rural,Female,1705102,2011
district,516,Urban,Female,1244899,2011
district,517,Rural,Female,1245334,2011
district,517,Urban,Female,3949736,2011
district,518,Rural,Female,0,2011
district,518,Urban,Female,4325639,2011
district,519,Rural,Female,0,2011
district,519,Urban,Female,1400803,2011
district,520,Rural,Female,827009,2011
district,520,Urban,Female,462846,2011
district,521,Rural,Female,1774786,2011
district,521,Urban,Female,2730517,2011
district,522,Rural,Female,1757635,2011
district,522,Urban,Female,442699,2011
district,523,Rural,Female,987773,2011
district,523,Urban,Female,248170,2011
district,524,Rural,Female,879509,2011
district,524,Urban,Female,301547,2011
district,525,Rural,Female,660282,2011
district,525,Urban,Female,135759,2011
district,526,Rural,Female,1400322,2011
district,526,Urban,Female,689582,2011
district,527,Rural,Female,1213614,2011
district,527,Urban,Female,279285,2011
district,528,Rural,Female,721133,2011
district,528,Urban,Female,132815,2011
district,529,Rural,Female,379377,2011
district,529,Urban,Female,52942,2011
district,530,Rural,Female,1297177,2011
district,530,Urban,Female,598166,2011
district,531,Rural,Female,1031662,2011
district,531,Urban,Female,354753,2011
district,532,Rural,Female,995677,2011
district,532,Urban,Female,375965,2011
district,533,Rural,Female,1004126,2011
district,533,Urban,Female,296568,2011
district,534,Rural,Female,1423094,2011
district,534,Urban,Female,472375,2011
district,535,Rural,Female,1152611,2011
district,535,Urban,Female,357647,2011
district,536,Rural,Female,0,2011
district,536,Urban,Female,1924748,2011
district,537,Rural,Female,776556,2011
district,537,Urban,Female,1819177,2011
district,538,Rural,Female,1702898,2011
district,538,Urban,Female,299744,2011
district,539,Rural,Female,1398586,2011
district,539,Urban,Female,330451,2011
district,540,Rural,Female,1259649,2011
district,540,Urban,Female,493646,2011
district,541,Rural,Female,1074678,2011
district,541,Urban,Female,331704,2011
district,542,Rural,Female,1139523,2011
district,542,Urban,Female,221853,2011
district,543,Rural,Female,933135,2011
district,543,Urban,Female,249862,2011
district,544,Rural,Female,1141433,2011
district,544,Urban,Female,1010246,2011
district,545,Rural,Female,1918031,2011
district,545,Urban,Female,666577,2011
district,546,Rural,Female,1561176,2011
district,546,Urban,Female,410872,2011
district,547,Rural,Female,1330204,2011
district,547,Urban,Female,919819,2011
district,548,Rural,Female,1613584,2011
district,548,Urban,Female,833708,2011
district,549,Rural,Female,1350225,2011
district,549,Urban,Female,332459,2011
district,550,Rural,Female,1045117,2011
district,550,Urban,Female,425466,2011
district,551,Rural,Female,943644,2011
district,551,Urban,Female,487048,2011
district,552,Rural,Female,1439608,2011
district,552,Urban,Female,574628,2011
district,553,Rural,Female,1446280,2011
district,553,Urban,Female,570373,2011
district,554,Rural,Female,1468626,2011
district,554,Urban,Female,615234,2011
state,29,Rural,Female,18539981,2011
state,29,Urban,Female,11588659,2011
district,555,Rural,Female,1757372,2011
district,555,Urban,Female,599226,2011
district,556,Rural,Female,641639,2011
district,556,Urban,Female,298002,2011
district,557,Rural,Female,817791,2011
district,557,Urban,Female,248518,2011
district,558,Rural,Female,626098,2011
district,558,Urban,Female,206537,2011
district,559,Rural,Female,720492,2011
district,559,Urban,Female,243809,2011
district,560,Rural,Female,573258,2011
district,560,Urban,Female,116736,2011
district,561,Rural,Female,337676,2011
district,561,Urban,Female,189747,2011
district,562,Rural,Female,388068,2011
district,562,Urban,Female,521749,2011
district,563,Rural,Female,503278,2011
district,563,Urban,Female,207635,2011
district,564,Rural,Female,603717,2011
district,564,Urban,Female,174823,2011
district,565,Rural,Female,758263,2011
district,565,Urban,Female,457378,2011
district,566,Rural,Female,654350,2011
district,566,Urban,Female,164263,2011
district,567,Rural,Female,648220,2011
district,567,Urban,Female,310877,2011
district,568,Rural,Female,563205,2011
district,568,Urban,Female,312133,2011
district,569,Rural,Female,444453,2011
district,569,Urban,Female,170777,2011
district,570,Rural,Female,450908,2011
district,570,Urban,Female,120431,2011
district,571,Rural,Female,1031192,2011
district,571,Urban,Female,297194,2011
district,572,Rural,Female,407351,2011
district,572,Urban,Female,4191539,2011
district,573,Rural,Female,746164,2011
district,573,Urban,Female,154520,2011
district,574,Rural,Female,704075,2011
district,574,Urban,Female,188679,2011
district,575,Rural,Female,552079,2011
district,575,Urban,Female,502856,2011
district,576,Rural,Female,239370,2011
district,576,Urban,Female,40541,2011
district,577,Rural,Female,868214,2011
district,577,Urban,Female,621313,2011
district,578,Rural,Female,420933,2011
district,578,Urban,Female,87627,2011
district,579,Rural,Female,853631,2011
district,579,Urban,Female,410940,2011
district,580,Rural,Female,474516,2011
district,580,Urban,Female,109426,2011
district,581,Rural,Female,520897,2011
district,581,Urban,Female,239108,2011
district,582,Rural,Female,479522,2011
district,582,Urban,Female,139145,2011
district,583,Rural,Female,350810,2011
district,583,Urban,Female,130941,2011
district,584,Rural,Female,402439,2011
district,584,Urban,Female,132189,2011
state,30,Rural,Female,276295,2011
state,30,Urban,Female,443110,2011
district,585,Rural,Female,161019,2011
district,585,Urban,Female,240312,2011
district,586,Rural,Female,115276,2011
district,586,Urban,Female,202798,2011
state,31,Rural,Female,6898,2011
state,31,Urban,Female,24452,2011
district,587,Rural,Female,6898,2011
district,587,Urban,Female,24452,2011
state,32,Rural,Female,9063081,2011
state,32,Urban,Female,8315568,2011
district,588,Rural,Female,410612,2011
district,588,Urban,Female,268150,2011
district,589,Rural,Female,456335,2011
district,589,Urban,Female,885222,2011
district,590,Rural,Female,399557,2011
district,590,Urban,Female,16179,2011
district,591,Rural,Female,528937,2011
district,591,Urban,Female,1086414,2011
district,592,Rural,Female,1200401,2011
district,592,Urban,Female,952191,2011
district,593,Rural,Female,1101658,2011
district,593,Urban,Female,348798,2011
district,594,Rural,Female,536491,2011
district,594,Urban,Female,1103946,2011
district,595,Rural,Female,529515,2011
district,595,Urban,Female,1133316,2011
district,596,Rural,Female,529684,2011
district,596,Urban,Female,26482,2011
district,597,Rural,Female,716485,2011
district,597,Urban,Female,289777,2011
district,598,Rural,Female,514930,2011
district,598,Urban,Female,599717,2011
district,599,Rural,Female,565979,2011
district,599,Urban,Female,69717,2011
district,600,Rural,Female,767530,2011
district,600,Urban,Female,620877,2011
district,601,Rural,Female,804967,2011
district,601,Urban,Female,914782,2011
state,33,Rural,Female,18550525,2011
state,33,Urban,Female,17458530,2011
district,602,Rural,Female,649247,2011
district,602,Urban,Female,1202795,2011
district,603,Rural,Female,0,2011
district,603,Urban,Female,2310888,2011
district,604,Rural,Female,724937,2011
district,604,Urban,Female,1260357,2011
district,605,Rural,Female,1117243,2011
district,605,Urban,Female,857400,2011
district,606,Rural,Female,980204,2011
district,606,Urban,Female,248782,2011
district,607,Rural,Female,1458310,2011
district,607,Urban,Female,259744,2011
district,608,Rural,Female,824660,2011
district,608,Urban,Female,875825,2011
district,609,Rural,Female,509792,2011
district,609,Urban,Female,347529,2011
district,610,Rural,Female,541375,2011
district,610,Urban,Female,580501,2011
district,611,Rural,Female,153830,2011
district,611,Urban,Female,221421,2011
district,612,Rural,Female,673130,2011
district,612,Urban,Female,405707,2011
district,613,Rural,Female,317348,2011
district,613,Urban,Female,218961,2011
district,614,Rural,Female,695705,2011
district,614,Urban,Female,674301,2011
district,615,Rural,Female,234134,2011
district,615,Urban,Female,48932,2011
district,616,Rural,Female,337847,2011
district,616,Urban,Female,42344,2011
district,617,Rural,Female,851864,2011
district,617,Urban,Female,442353,2011
district,618,Rural,Female,632457,2011
district,618,Urban,Female,185866,2011
district,619,Rural,Female,506528,2011
district,619,Urban,Female,131056,2011
district,620,Rural,Female,789354,2011
district,620,Urban,Female,434120,2011
district,621,Rural,Female,656486,2011
district,621,Urban,Female,158671,2011
district,622,Rural,Female,464046,2011
district,622,Urban,Female,206383,2011
district,623,Rural,Female,590204,2011
district,623,Urban,Female,921573,2011
district,624,Rural,Female,284538,2011
district,624,Urban,Female,335678,2011
district,625,Rural,Female,481702,2011
district,625,Urban,Female,492877,2011
district,626,Rural,Female,468238,2011
district,626,Urban,Female,202549,2011
district,627,Rural,Female,443013,2011
district,627,Urban,Female,442142,2011
district,628,Rural,Female,788276,2011
district,628,Urban,Female,768045,2011
district,629,Rural,Female,165634,2011
district,629,Urban,Female,778395,2011
district,630,Rural,Female,602716,2011
district,630,Urban,Female,129824,2011
district,631,Rural,Female,709002,2011
district,631,Urban,Female,210575,2011
district,632,Rural,Female,420073,2011
district,632,Urban,Female,1308675,2011
district,633,Rural,Female,478632,2011
district,633,Urban,Female,754261,2011
state,34,Rural,Female,200293,2011
state,34,Urban,Female,435149,2011
district,634,Rural,Female,0,2011
district,634,Urban,Female,28325,2011
district,635,Rural,Female,148311,2011
district,635,Urban,Female,333720,2011
district,636,Rural,Female,0,2011
district,636,Urban,Female,22673,2011
district,637,Rural,Female,51982,2011
district,637,Urban,Female,50431,2011
state,35,Rural,Female,110806,2011
state,35,Urban,Female,66904,2011
district,638,Rural,Female,16115,2011
district,638,Urban,Female,0,2011
district,639,Rural,Female,49399,2011
district,639,Urban,Female,1337,2011
district,640,Rural,Female,45292,2011
district,640,Urban,Female,65567,2011
state,28,Urban,Male,7292265,2011
state,28,Rural,Female,17330586,2011
state,28,Rural,Male,17445803,2011
state,28,Urban,Female,7318145,2011
state,36,Urban,Male,6906640,2011
state,36,Rural,Female,10787875,2011
state,36,Rural,Male,10797438,2011
state,36,Urban,Female,6702025,2011
