LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,UNNAMED: 64
DISTRICT,2001,Lakhimpur,Rural,143412,823857,421021,402836,141556,71856,69700,66725,33991,32734,205576,104510,101066,461403,266810,194593,362454,154211,208243,473857,262600,211257,266378,186758,79620,172687,113794,58893,11058,8214,2844,4433,2219,2214,78200,62531,15669,207479,75842,131637,165081,60672,104409,23258,8190,15068,6152,841,5311,12988,6139,6849,350000,158421,191579,
DISTRICT,2001,Lahul & Spiti,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DISTRICT,2001,Lahul & Spiti,Rural,7999,33224,18441,14783,3664,1868,1796,2605,1386,1219,24238,11952,12286,21609,13726,7883,11615,4715,6900,21088,12604,8484,19209,11795,7414,9981,4286,5695,186,120,66,102,40,62,8940,7349,1591,1879,809,1070,1179,465,714,153,51,102,34,9,25,513,284,229,12136,5837,6299,
DISTRICT,2001,Kushinagar,Urban,18887,132523,69650,62873,22193,11558,10635,13056,6824,6232,6,3,3,76562,46108,30454,55961,23542,32419,33041,29625,3416,27524,25542,1982,2441,2293,148,2010,1696,314,2106,1902,204,20967,19651,1316,5517,4083,1434,231,90,141,2015,1333,682,647,467,180,2624,2193,431,99482,40025,59457,
DISTRICT,2001,Kushinagar,Rural,409023,2760673,1403987,1356686,564272,288438,275834,511093,259496,251597,413,196,217,1006217,700845,305372,1754456,703142,1051314,957082,640748,316334,547363,453561,93802,283399,241609,41790,155722,114419,41303,20537,16821,3716,87705,80712,6993,409719,187187,222532,81312,32075,49237,289882,130828,159054,12072,6156,5916,26453,18128,8325,1803591,763239,1040352,
DISTRICT,2001,Kurukshetra,Urban,40287,215511,116602,98909,26660,15098,11562,26726,14255,12471,0,0,0,152704,87618,65086,62807,28984,33823,64644,54744,9900,58967,51745,7222,1841,1720,121,1303,1054,249,1347,1095,252,54476,47876,6600,5677,2999,2678,139,19,120,556,247,309,488,160,328,4494,2573,1921,150867,61858,89009,
DISTRICT,2001,Kurukshetra,Rural,102663,609943,325726,284217,90595,51108,39487,142668,75941,66727,0,0,0,342169,205997,136172,267774,119729,148045,243748,171666,72082,191629,154032,37597,64572,59652,4920,43105,35845,7260,3073,2350,723,80879,56185,24694,52119,17634,34485,6531,2278,4253,25147,9150,15997,1499,314,1185,18942,5892,13050,366195,154060,212135,
DISTRICT,2001,Kurnool,Urban,158369,817464,415609,401855,111767,57013,54754,116976,58944,58032,11395,6021,5374,473289,274151,199138,344175,141458,202717,286967,211815,75152,258629,197310,61319,4580,3495,1085,20953,9922,11031,19803,8158,11645,213293,175735,37558,28338,14505,13833,346,218,128,8280,3037,5243,3497,840,2657,16215,10410,5805,530497,203794,326703,
DISTRICT,2001,Kurnool,Rural,540822,2712030,1380605,1331425,425839,217547,208292,511661,261552,250109,58240,30076,28164,1118883,729508,389375,1593147,651097,942050,1458253,799229,659024,1241969,726195,515774,359450,239902,119548,604534,279222,325312,33268,18316,14952,244717,188755,55962,216284,73034,143250,22573,7189,15384,168818,53177,115641,5191,1284,3907,19702,11384,8318,1253777,581376,672401,
DISTRICT,2001,Kupwara,Urban,3182,25495,15107,10388,3468,1839,1629,14,14,0,740,437,303,13830,9746,4084,11665,5361,6304,9227,8125,1102,7586,7146,440,827,799,28,311,296,15,89,56,33,6359,5995,364,1641,979,662,319,148,171,363,246,117,278,69,209,681,516,165,16268,6982,9286,
DISTRICT,2001,Kupwara,Rural,83870,624898,326196,298702,109128,53870,55258,61,61,0,51013,26431,24582,218727,150469,68258,406171,175727,230444,203274,146614,56660,116127,103241,12886,47675,42217,5458,12728,11395,1333,3304,2422,882,52420,47207,5213,87147,43373,43774,36416,13433,22983,28606,19523,9083,5582,1793,3789,16543,8624,7919,421624,179582,242042,
DISTRICT,2001,Kullu,Urban,7419,30093,16885,13208,3159,1703,1456,4479,2385,2094,2007,1020,987,23698,13937,9761,6395,2948,3447,11854,9601,2253,11053,9148,1905,135,77,58,36,28,8,125,95,30,10757,8948,1809,801,453,348,9,7,2,37,26,11,41,26,15,714,394,320,18239,7284,10955,
DISTRICT,2001,Kullu,Rural,69483,351478,181131,170347,49661,25252,24409,103418,52961,50457,9344,4644,4700,215951,129718,86233,135527,51413,84114,204659,109794,94865,155662,90992,64670,120824,62256,58568,2972,1906,1066,1898,1275,623,29968,25555,4413,48997,18802,30195,43678,16396,27282,2545,992,1553,669,217,452,2105,1197,908,146819,71337,75482,
DISTRICT,2001,Krishna,Urban,303167,1343447,678286,665161,155742,79409,76333,117469,58308,59161,18900,9694,9206,921471,494588,426883,421976,183698,238278,441850,363406,78444,412004,346431,65573,4178,3607,571,25466,16322,9144,19178,11727,7451,363182,314775,48407,29846,16975,12871,163,93,70,8686,3781,4905,2252,831,1421,18745,12270,6475,901597,314880,586717,
DISTRICT,2001,Krishna,Rural,708724,2844394,1439115,1405279,342855,174535,168320,629363,320021,309342,88711,45507,43204,1618503,891673,726830,1225891,547442,678449,1399747,868112,531635,1163429,786299,377130,195281,168024,27257,647152,358116,289036,26557,16397,10160,294439,243762,50677,236318,81813,154505,9863,4082,5781,195973,62126,133847,6215,1713,4502,24267,13892,10375,1444647,571003,873644,
DISTRICT,2001,Kozhikode,Urban,203101,1101157,535726,565431,134206,68534,65672,59371,28855,30516,527,272,255,904201,451182,453019,196956,84544,112412,316152,271912,44240,268977,234397,34580,1811,1610,201,4515,4126,389,5007,4023,984,257644,224638,33006,47175,37515,9660,427,318,109,3109,2635,474,1188,611,577,42451,33951,8500,785005,263814,521191,
DISTRICT,2001,Kozhikode,Rural,364557,1777974,863632,914342,212940,108674,104266,141612,69531,72081,5413,2652,2761,1431241,723429,707812,346733,140203,206530,486748,409032,77716,361859,315877,45982,18859,17197,1662,31180,26630,4550,6734,4873,1861,305086,267177,37909,124889,93155,31734,6792,4751,2041,27262,19599,7663,2805,1293,1512,88030,67512,20518,1291226,454600,836626,
DISTRICT,2001,Kottayam,Urban,65793,299808,147107,152701,32521,16441,16080,17519,8555,8964,366,160,206,256394,127416,128978,43414,19691,23723,92231,73150,19081,80231,64731,15500,989,915,74,2411,2038,373,2460,1928,532,74371,59850,14521,12000,8419,3581,130,105,25,1516,1064,452,676,251,425,9678,6999,2679,207577,73957,133620,
DISTRICT,2001,Kottayam,Rural,368727,1653838,817819,836019,180101,91917,88184,132763,65330,67433,17974,8812,9162,1411872,706332,705540,241966,111487,130479,549926,430903,119023,459378,371750,87628,43127,41086,2041,55239,44146,11093,13526,8617,4909,347486,277901,69585,90548,59153,31395,5955,4612,1343,25741,16683,9058,4721,1491,3230,54131,36367,17764,1103912,386916,716996,
DISTRICT,2001,Kota,Urban,155898,838577,444633,393944,121101,63711,57390,141664,74350,67314,34138,18687,15451,571062,337520,233542,267515,107113,160402,242933,206554,36379,216158,188481,27677,4892,3903,989,2199,1533,666,9978,6458,3520,199089,176587,22502,26775,18073,8702,505,203,302,2088,991,1097,2134,592,1542,22048,16287,5761,595644,238079,357565,
DISTRICT,2001,Kota,Rural,124985,729948,382495,347453,129809,67551,62258,158891,83255,75636,117831,61929,55902,397719,255545,142174,332229,126950,205279,298429,190876,107553,204576,164771,39805,108529,86041,22488,27081,19601,7480,5424,4009,1415,63542,55120,8422,93853,26105,67748,30117,5516,24601,49910,12855,37055,1912,584,1328,11914,7150,4764,431519,191619,239900,
DISTRICT,2001,Koriya,Urban,34911,174791,92461,82330,23998,12352,11646,19892,10307,9585,24772,13025,11747,116338,69136,47202,58453,23325,35128,45720,40800,4920,42787,38686,4101,202,175,27,94,79,15,400,335,65,42091,38097,3994,2933,2114,819,113,66,47,193,109,84,88,51,37,2539,1888,651,129071,51661,77410,
DISTRICT,2001,Koriya,Rural,83917,411536,208790,202746,76271,38552,37719,28313,14297,14016,235268,118932,116336,190330,120323,70007,221206,88467,132739,234106,127042,107064,139050,101725,37325,93026,67198,25828,19179,12371,6808,2463,1790,673,24382,20366,4016,95056,25317,69739,47177,11841,35336,41685,10663,31022,1135,342,793,5059,2471,2588,177430,81748,95682,
DISTRICT,2001,Korba,Urban,74060,366963,191408,175555,53895,27851,26044,47971,24745,23226,50819,26200,24619,247210,145544,101666,119753,45864,73889,104761,88233,16528,92276,80833,11443,3716,2726,990,2090,1255,835,1735,1326,409,84735,75526,9209,12485,7400,5085,1070,538,532,2759,1116,1643,347,172,175,8309,5574,2735,262202,103175,159027,
DISTRICT,2001,Korba,Rural,129044,644860,323739,321121,117945,59009,58936,52989,26719,26270,369070,184173,184897,271162,179368,91794,373698,144371,229327,326241,178659,147582,209972,142116,67856,112200,77018,35182,54102,30052,24050,6018,3799,2219,37652,31247,6405,116269,36543,79726,27346,8868,18478,74074,22196,51878,2262,609,1653,12587,4870,7717,318619,145080,173539,
DISTRICT,2001,Koraput,Urban,44582,198449,101768,96681,25136,12820,12316,27043,13557,13486,31276,15556,15720,129805,74181,55624,68644,27587,41057,64512,51225,13287,57971,47984,9987,1731,1366,365,1151,702,449,1285,964,321,53804,44952,8852,6541,3241,3300,203,93,110,991,280,711,433,182,251,4914,2686,2228,133937,50543,83394,
DISTRICT,2001,Koraput,Rural,240294,982188,488975,493213,175553,88361,87192,126889,63197,63692,554554,274750,279804,220239,156874,63365,761949,332101,429848,505923,280789,225134,295396,215239,80157,146847,113261,33586,78824,49510,29314,6179,4367,1812,63546,48101,15445,210527,65550,144977,36132,11911,24221,148488,43793,104695,3761,1007,2754,22146,8839,13307,476265,208186,268079,
DISTRICT,2001,Koppal,Urban,36397,198292,100580,97712,30094,15367,14727,26288,13143,13145,9869,4955,4914,116298,67886,48412,81994,32694,49300,65821,51213,14608,58880,47489,11391,3152,2711,441,7207,3578,3629,3051,1807,1244,45470,39393,6077,6941,3724,3217,131,34,97,2691,965,1726,448,159,289,3671,2566,1105,132471,49367,83104,
DISTRICT,2001,Koppal,Rural,174491,997797,502732,495065,177910,91132,86778,158921,79593,79328,128719,65108,63611,418249,272058,146191,579548,230674,348874,488685,272519,216166,363328,239378,123950,154337,119368,34969,126218,56015,70203,12115,8187,3928,70658,55808,14850,125357,33141,92216,10785,2668,8117,98876,23681,75195,2674,749,1925,13022,6043,6979,509112,230213,278899,
DISTRICT,2001,Kollam,Urban,101580,465978,228206,237772,52500,26911,25589,38696,18947,19749,567,238,329,378363,189452,188911,87615,38754,48861,145441,112698,32743,123624,97570,26054,686,622,64,2513,2227,286,2577,1927,650,117848,92794,25054,21817,15128,6689,224,171,53,1949,1643,306,754,337,417,18890,12977,5913,320537,115508,205029,
DISTRICT,2001,Kollam,Rural,491734,2119230,1021415,1097815,240099,122344,117755,284191,137933,146258,4623,2209,2414,1712081,849659,862422,407149,171756,235393,683125,491950,191175,531199,387377,143822,41418,38857,2561,70569,62799,7770,13276,9006,4270,405936,276715,129221,151926,104573,47353,14299,11312,2987,46706,38522,8184,4921,2383,2538,86000,52356,33644,1436105,529465,906640,
DISTRICT,2001,Kolkata,Urban,929586,4572876,2500040,2072836,390282,202527,187755,274835,150866,123969,9810,5471,4339,3382103,1925008,1457095,1190773,575032,615741,1717734,1451548,266186,1623779,1388550,235229,5796,3454,2342,3737,2932,805,43223,35722,7501,1571023,1346442,224581,93955,62998,30957,580,304,276,641,346,295,9320,5094,4226,83414,57254,26160,2855142,1048492,1806650,
DISTRICT,2001,Kolkata,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DISTRICT,2001,Kolhapur,Urban,215308,1050353,547231,503122,124005,67723,56282,118867,60599,58268,5003,2578,2425,795480,443854,351626,254873,103377,151496,349103,288711,60392,327964,278499,49465,12049,9613,2436,14396,7715,6681,12277,8310,3967,289242,252861,36381,21139,10212,10927,1107,368,739,3629,1154,2475,3540,722,2818,12863,7968,4895,701250,258520,442730,
DISTRICT,2001,Kolhapur,Rural,497041,2472809,1260239,1212570,325878,176959,148919,330774,167479,163295,16384,8393,7991,1568827,923167,645660,903982,337072,566910,1303867,734316,569551,1066918,664113,402805,549791,322627,227164,203101,100519,102582,31413,20489,10924,282613,220478,62135,236949,70203,166746,102967,29201,73766,71794,16737,55057,11873,2840,9033,50315,21425,28890,1168942,525923,643019,
DISTRICT,2001,Kolasib,Urban,7848,36499,19001,17498,5384,2735,2649,12,5,7,32428,16358,16070,29588,15644,13944,6911,3357,3554,18995,10837,8158,14143,9362,4781,6755,3988,2767,698,431,267,213,169,44,6477,4774,1703,4852,1475,3377,1501,408,1093,1447,514,933,68,26,42,1836,527,1309,17504,8164,9340,
DISTRICT,2001,Kolasib,Rural,6205,29461,15561,13900,5182,2621,2561,5,3,2,26793,13815,12978,21008,11325,9683,8453,4236,4217,16515,9425,7090,13298,8657,4641,10126,6132,3994,353,225,128,97,73,24,2722,2227,495,3217,768,2449,2025,486,1539,675,155,520,27,9,18,490,118,372,12946,6136,6810,
DISTRICT,2001,Kolar,Urban,125434,625523,317940,307583,80412,41255,39157,135725,68041,67684,15641,8043,7598,437795,238443,199352,187728,79497,108231,211032,164972,46060,193347,155640,37707,5716,4544,1172,4978,2954,2024,12362,6150,6212,170291,141992,28299,17685,9332,8353,330,137,193,2592,936,1656,2581,676,1905,12182,7583,4599,414491,152968,261523,
DISTRICT,2001,Kolar,Rural,378751,1910546,968253,942293,256057,130473,125584,535967,270418,265549,190070,96235,93835,944472,577016,367456,966074,391237,574837,1023996,582355,441641,821320,524736,296584,399034,266877,132157,210939,105020,105919,19639,11555,8084,191708,141284,50424,202676,57619,145057,48153,11822,36331,119462,32350,87112,5529,1213,4316,29532,12234,17298,886550,385898,500652,
DISTRICT,2001,Kokrajhar,Urban,12908,63941,33726,30215,7251,3759,3492,6977,3627,3350,11883,5992,5891,47549,26922,20627,16392,6804,9588,20768,17656,3112,18994,16646,2348,177,160,17,180,149,31,476,404,72,18161,15933,2228,1774,1010,764,137,33,104,161,107,54,161,39,122,1315,831,484,43173,16070,27103,
DISTRICT,2001,Kokrajhar,Rural,155711,841823,432465,409358,155590,79835,75755,24190,12673,11517,293102,148151,144951,335992,203847,132145,505831,228618,277213,314081,206261,107820,215777,167593,48184,112307,85507,26800,34580,27890,6690,5964,3510,2454,62926,50686,12240,98304,38668,59636,31212,9933,21279,40520,17742,22778,5434,1025,4409,21138,9968,11170,527742,226204,301538,
DISTRICT,2001,Kohima,Urban,16013,77030,41661,35369,11078,5709,5369,0,0,0,59355,30104,29251,57185,32377,24808,19845,9284,10561,25117,18296,6821,23362,17344,6018,177,98,79,73,39,34,237,135,102,22875,17072,5803,1755,952,803,107,28,79,64,31,33,226,77,149,1358,816,542,51913,23365,28548,
DISTRICT,2001,Kohima,Rural,39552,233054,120590,112464,35816,18130,17686,0,0,0,221398,112342,109056,138995,78769,60226,94059,41821,52238,109906,58045,51861,91094,50212,40882,63143,29461,33682,882,452,430,1647,685,962,25422,19614,5808,18812,7833,10979,11349,4409,6940,3341,1791,1550,1972,588,1384,2150,1045,1105,123148,62545,60603,
DISTRICT,2001,Kodarma,Urban,13598,86749,45976,40773,14544,7513,7031,9004,4671,4333,491,254,237,53314,32449,20865,33435,13527,19908,23735,20468,3267,19503,17884,1619,911,734,177,562,451,111,903,593,310,17127,16106,1021,4232,2584,1648,315,79,236,837,326,511,328,132,196,2752,2047,705,63014,25508,37506,
DISTRICT,2001,Kodarma,Rural,65237,412654,203573,209081,87368,44098,43270,62691,30570,32121,3576,1899,1677,154181,107975,46206,258473,95598,162875,151275,92494,58781,89891,72096,17795,42988,32213,10775,11963,8501,3462,2588,2023,565,32352,29359,2993,61384,20398,40986,30245,6868,23377,22066,7648,14418,1306,493,813,7767,5389,2378,261379,111079,150300,
DISTRICT,2001,Kodagu,Urban,17600,75382,38561,36821,9080,4567,4513,8134,4100,4034,1219,629,590,59501,31680,27821,15881,6881,9000,28693,22042,6651,26945,20917,6028,198,174,24,181,91,90,332,254,78,26234,20398,5836,1748,1125,623,12,10,2,14,5,9,22,10,12,1700,1100,600,46689,16519,30170,
DISTRICT,2001,Kodagu,Rural,112510,473179,236270,236909,60494,30625,29869,59288,29284,30004,44896,22480,22416,314040,168908,145132,159139,67362,91777,237685,145362,92323,220629,138240,82389,18667,13754,4913,8628,4871,3757,1870,1058,812,191464,118557,72907,17056,7122,9934,2169,951,1218,2656,1075,1581,297,62,235,11934,5034,6900,235494,90908,144586,
DISTRICT,2001,Koch Bihar,Urban,47542,225618,114853,110765,23027,11682,11345,44925,22593,22332,1110,570,540,172561,93249,79312,53057,21604,31453,73394,60491,12903,68566,57593,10973,744,676,68,878,750,128,2637,1499,1138,64307,54668,9639,4828,2898,1930,36,26,10,317,221,96,591,139,452,3884,2512,1372,152224,54362,97862,
DISTRICT,2001,Koch Bihar,Rural,470336,2253537,1157241,1096296,364103,185436,178667,1197449,613853,583596,13136,6855,6281,1214404,722947,491457,1039133,434294,604839,893311,638059,255252,685745,582198,103547,289854,259277,30577,187522,145990,41532,26534,14746,11788,181835,162185,19650,207566,55861,151705,71206,17360,53846,96709,23243,73466,9493,1509,7984,30158,13749,16409,1360226,519182,841044,
DISTRICT,2001,Kishanganj,Urban,23898,129008,69252,59756,24093,12372,11721,14157,7468,6689,2250,1164,1086,62261,39086,23175,66747,30166,36581,35880,32516,3364,32504,30091,2413,2548,2452,96,6350,5696,654,640,501,139,22966,21442,1524,3376,2425,951,187,162,25,1154,803,351,198,56,142,1837,1404,433,93128,36736,56392,
DISTRICT,2001,Kishanganj,Rural,233354,1167340,600300,567040,263844,135527,128317,71676,36836,34840,44866,23012,21854,251227,183709,67518,916113,416591,499522,381271,320468,60803,327315,295576,31739,98264,93344,4920,195466,172752,22714,4704,3225,1479,28881,26255,2626,53956,24892,29064,9303,4087,5216,37235,18100,19135,2802,311,2491,4616,2394,2222,786069,279832,506237,
DISTRICT,2001,Kinnaur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DISTRICT,2001,Kinnaur,Rural,18641,78334,42173,36161,9304,4701,4603,7625,3972,3653,56268,27583,28685,51913,31589,20324,26421,10584,15837,47811,28041,19770,40313,25033,15280,24317,11468,12849,852,637,215,763,542,221,14381,12386,1995,7498,3008,4490,6660,2550,4110,249,130,119,108,34,74,481,294,187,30523,14132,16391,
DISTRICT,2001,Khordha,Urban,173795,805706,443396,362310,89269,46576,42693,75163,40127,35036,32261,17508,14753,621193,362549,258644,184513,80847,103666,260774,225341,35433,243953,214152,29801,2829,2581,248,3259,2598,661,5288,4447,841,232577,204526,28051,16821,11189,5632,414,346,68,2674,1623,1051,1094,429,665,12639,8791,3848,544932,218055,326877,
DISTRICT,2001,Khordha,Rural,200543,1071689,543490,528199,141202,73112,68090,179088,90576,88512,64925,32923,32002,689674,399739,289935,382015,143751,238264,314289,271217,43072,236294,218196,18098,65528,63950,1578,47707,42494,5213,6697,5520,1177,116362,106232,10130,77995,53021,24974,10709,8398,2311,40753,27384,13369,3483,1550,1933,23050,15689,7361,757400,272273,485127,
DISTRICT,2001,Kheri,Urban,53534,345537,184304,161233,54249,28498,25751,32466,17467,14999,397,243,154,196052,114378,81674,149485,69926,79559,92150,85106,7044,83746,78040,5706,8731,8279,452,6073,5728,345,2750,2285,465,66192,61748,4444,8404,7066,1338,216,180,36,1904,1656,248,531,308,223,5753,4922,831,253387,99198,154189,
DISTRICT,2001,Kheri,Rural,455854,2861695,1529604,1332091,581789,298851,282938,787893,419627,368266,37552,19110,18442,1048137,710670,337467,1813558,818934,994624,916402,790782,125620,754295,699781,54514,501520,476096,25424,146717,132925,13792,21940,16784,5156,84118,73976,10142,162107,91001,71106,43990,18320,25670,87111,55948,31163,9044,3910,5134,21962,12823,9139,1945293,738822,1206471,
DISTRICT,2001,Kheda,Urban,77416,406450,211327,195123,48164,26118,22046,21378,11112,10266,7563,3951,3612,295954,166613,129341,110496,44714,65782,129384,106518,22866,115145,100928,14217,6304,5838,466,9639,7316,2323,2235,1747,488,96967,86027,10940,14239,5590,8649,642,176,466,5428,1247,4181,1008,261,747,7161,3906,3255,277066,104809,172257,
DISTRICT,2001,Kheda,Rural,318077,1617766,841496,776270,248266,131914,116352,84733,44212,40521,24831,12991,11840,947409,602813,344596,670357,238683,431674,778796,473312,305484,579255,423455,155800,216982,198311,18671,158590,115076,43514,6332,4899,1433,197351,105169,92182,199541,49857,149684,25030,6630,18400,111046,33732,77314,3365,613,2752,60100,8882,51218,838970,368184,470786,
DISTRICT,2001,Khammam,Urban,114803,510861,258295,252566,59950,30613,29337,72509,36442,36067,40890,20439,20451,349711,193765,155946,161150,64530,96620,159270,129078,30192,138976,116095,22881,1785,1413,372,6905,4265,2640,4005,2541,1464,126281,107876,18405,20294,12983,7311,195,115,80,5756,2580,3176,1113,622,491,13230,9666,3564,351591,129217,222374,
DISTRICT,2001,Khammam,Rural,486856,2068066,1047248,1020818,290200,147067,143133,354183,180305,173878,641727,323588,318139,918233,551914,366319,1149833,495334,654499,1085106,611213,473893,900346,546443,353903,268353,185655,82698,452433,218271,234162,16480,10401,6079,163080,132116,30964,184760,64770,119990,14763,5069,9694,147001,46718,100283,5152,1722,3430,17844,11261,6583,982960,436035,546925,
DISTRICT,2001,Khagaria,Urban,12032,76327,41444,34883,14188,7398,6790,5538,3010,2528,56,28,28,43359,26259,17100,32968,15185,17783,19180,17312,1868,17433,16192,1241,1182,1152,30,1672,1485,187,1069,846,223,13510,12709,801,1747,1120,627,82,49,33,376,223,153,342,115,227,947,733,214,57147,24132,33015,
DISTRICT,2001,Khagaria,Rural,212063,1204027,637823,566204,264503,136859,127644,179584,94811,84773,276,154,122,370815,250967,119848,833212,386856,446356,448060,312110,135950,315829,259449,56380,96126,84527,11599,157508,120709,36799,7310,5560,1750,54885,48653,6232,132231,52661,79570,23335,7986,15349,94441,36602,57839,3193,901,2292,11262,7172,4090,755967,325713,430254,
DISTRICT,2001,Kendujhar,Urban,43692,213023,111581,101442,30106,15347,14759,29671,15216,14455,50182,25667,24515,134728,79634,55094,78295,31947,46348,64572,53954,10618,56325,48884,7441,1980,1906,74,2197,1895,302,1451,1202,249,50697,43881,6816,8247,5070,3177,360,246,114,1963,1039,924,656,187,469,5268,3598,1670,148451,57627,90824,
DISTRICT,2001,Kendujhar,Rural,283092,1348967,678455,670512,213549,108863,104686,151817,76299,75518,644959,322999,321960,646190,399703,246487,702777,278752,424025,556654,350737,205917,338835,275818,63017,159220,137056,22164,78262,56589,21673,11569,7505,4064,89784,74668,15116,217819,74919,142900,43314,15404,27910,143415,47484,95931,14206,2031,12175,16884,10000,6884,792313,327718,464595,
DISTRICT,2001,Kendrapara,Urban,13441,74137,38058,36079,9248,4832,4416,13990,7179,6811,778,397,381,53605,29758,23847,20532,8300,12232,20398,17934,2464,17664,16300,1364,1400,1385,15,1365,1206,159,396,305,91,14503,13404,1099,2734,1634,1100,119,83,36,1044,506,538,213,54,159,1358,991,367,53739,20124,33615,
DISTRICT,2001,Kendrapara,Rural,258034,1227868,608380,619488,165708,85341,80367,253196,127644,125552,6044,3153,2891,812038,454822,357216,415830,153558,262272,367898,304868,63030,275901,259156,16745,127662,123715,3947,59501,55303,4198,5304,4478,826,83434,75660,7774,91997,45712,46285,34069,15140,18929,36923,20470,16453,3459,984,2475,17546,9118,8428,859970,303512,556458,
DISTRICT,2001,Kawardha,Urban,8814,44892,23196,21696,6882,3537,3345,7146,3684,3462,2797,1432,1365,28532,17058,11474,16360,6138,10222,14405,10912,3493,13267,10437,2830,1469,1033,436,967,467,500,797,484,313,10034,8453,1581,1138,475,663,151,35,116,372,125,247,61,13,48,554,302,252,30487,12284,18203,
DISTRICT,2001,Kawardha,Rural,103865,539660,268767,270893,104389,52957,51432,67205,33611,33594,119160,59078,60082,232504,150121,82383,307156,118646,188510,277243,141495,135748,217763,124214,93549,139242,79415,59827,55165,26123,29042,2701,1771,930,20655,16905,3750,59480,17281,42199,20632,5601,15031,36145,10268,25877,548,219,329,2155,1193,962,262417,127272,135145,
DISTRICT,2001,Kaushambi,Urban,13730,91785,48253,43532,16303,8274,8029,19071,9931,9140,61,30,31,46069,28555,17514,45716,19698,26018,28086,21415,6671,20496,17612,2884,2452,2048,404,2979,2043,936,2367,1617,750,12698,11904,794,7590,3803,3787,423,131,292,3544,1627,1917,1353,405,948,2270,1640,630,63699,26838,36861,
DISTRICT,2001,Kaushambi,Rural,203518,1201369,634037,567332,249200,128166,121034,447782,234423,213359,25,17,8,435687,309653,126034,765682,324384,441298,478647,301632,177015,304807,233998,70809,143172,113608,29564,93664,62873,30791,16449,10853,5596,51522,46664,4858,173840,67634,106206,33409,9298,24111,118118,45922,72196,7805,2586,5219,14508,9828,4680,722722,332405,390317,
DISTRICT,2001,Katni,Urban,43361,225261,118060,107201,31410,16461,14949,25747,13320,12427,17942,9186,8756,157975,90594,67381,67286,27466,39820,67366,56703,10663,60705,52769,7936,1576,1302,274,828,582,246,2574,1612,962,55727,49273,6454,6661,3934,2727,246,152,94,709,269,440,749,170,579,4957,3343,1614,157895,61357,96538,
DISTRICT,2001,Katni,Rural,173090,838906,430308,408598,159307,81263,78044,96424,49192,47232,227576,114746,112830,397229,260638,136591,441677,169670,272007,376329,225566,150763,234370,173287,61083,105802,82386,23416,57578,36669,20909,21398,12522,8876,49592,41710,7882,141959,52279,89680,30567,10457,20110,82712,29800,52912,16080,4476,11604,12600,7546,5054,462577,204742,257835,
DISTRICT,2001,Katihar,Urban,37211,218277,116758,101519,35459,18357,17102,23524,12502,11022,3930,2059,1871,132102,78950,53152,86175,37808,48367,54081,49030,5051,47417,43937,3480,1302,1233,69,3505,3011,494,1394,1165,229,41216,38528,2688,6664,5093,1571,106,63,43,1422,955,467,491,228,263,4645,3847,798,164196,67728,96468,
DISTRICT,2001,Katihar,Rural,418165,2174361,1130114,1044247,489990,248882,241108,184860,95368,89492,136488,70007,66481,523017,364912,158105,1651344,765202,886142,844245,585113,259132,616842,513895,102947,158815,146729,12086,375959,294954,81005,13668,9359,4309,68400,62853,5547,227403,71218,156185,41210,10924,30286,166968,52109,114859,7129,1501,5628,12096,6684,5412,1330116,545001,785115,
DISTRICT,2001,Kathua,Urban,14635,78728,42913,35815,9237,5143,4094,17840,9446,8394,860,526,334,55693,32602,23091,23035,10311,12724,24447,21226,3221,22423,19630,2793,1577,1286,291,326,316,10,201,155,46,20319,17873,2446,2024,1596,428,69,34,35,395,370,25,64,36,28,1496,1156,340,54281,21687,32594,
