LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,UNNAMED: 64
DISTRICT,2001,Kathua,Rural,81758,471356,246478,224878,72065,39025,33040,109524,57435,52089,33314,17243,16071,251677,153052,98625,219679,93426,126253,180975,125320,55655,139400,106144,33256,77396,54803,22593,4923,4544,379,1925,1387,538,55156,45410,9746,41575,19176,22399,24818,8089,16729,5577,4357,1220,804,314,490,10376,6416,3960,290381,121158,169223,
DISTRICT,2001,Kasaragod,Urban,43716,233700,112887,120813,29270,14960,14310,8881,4331,4550,618,315,303,181023,92032,88991,52677,20855,31822,75754,53814,21940,61101,45001,16100,1102,882,220,2989,2032,957,6132,1565,4567,50878,40522,10356,14653,8813,5840,225,139,86,2723,1587,1136,2087,294,1793,9618,6793,2825,157946,59073,98873,
DISTRICT,2001,Kasaragod,Rural,181536,970378,475196,495182,129732,66185,63547,81337,40573,40764,29720,14817,14903,702837,366053,336784,267541,109143,158398,342091,235010,107081,266661,196309,70352,16158,13993,2165,22478,16236,6242,27437,4250,23187,200588,161830,38758,75430,38701,36729,3384,1832,1552,13809,8079,5730,14836,1032,13804,43401,27758,15643,628287,240186,388101,
DISTRICT,2001,Karur,Urban,78860,311256,154616,156640,33724,17448,16276,45933,22676,23257,375,178,197,220878,121196,99682,90378,33420,56958,136390,93569,42821,124055,89188,34867,8237,5629,2608,22957,11738,11219,5413,2620,2793,87448,69201,18247,12335,4381,7954,294,131,163,6154,1797,4357,1240,147,1093,4647,2306,2341,174866,61047,113819,
DISTRICT,2001,Karur,Rural,158856,624430,310922,313508,69555,36075,33480,144327,71518,72809,1075,533,542,345850,206907,138943,278580,104015,174565,360074,200013,160061,321395,187440,133955,92638,57104,35534,130036,58950,71086,12815,7002,5813,85906,64384,21522,38679,12573,26106,3684,1117,2567,28998,8684,20314,1244,247,997,4753,2525,2228,264356,110909,153447,
DISTRICT,2001,Karnal,Urban,63978,337842,181478,156364,43925,24513,19412,52598,28191,24407,0,0,0,235204,133914,101290,102638,47564,55074,106298,90988,15310,96079,84756,11323,2560,2417,143,2305,1899,406,3211,2690,521,88003,77750,10253,10219,6232,3987,64,39,25,2144,1068,1076,791,210,581,7220,4915,2305,231544,90490,141054,
DISTRICT,2001,Karnal,Rural,160252,936341,501890,434451,148765,82033,66732,214826,115264,99562,0,0,0,497405,306156,191249,438936,195734,243202,349157,251926,97231,259387,214647,44740,102572,88722,13850,54475,42925,11550,6781,4428,2353,95559,78572,16987,89770,37279,52491,15831,4106,11725,49022,21060,27962,2643,652,1991,22274,11461,10813,587184,249964,337220,
DISTRICT,2001,Karimnagar,Urban,145973,678812,345689,333123,82696,42455,40241,83721,42107,41614,9106,4736,4370,440547,252195,188352,238265,93494,144771,222455,165374,57081,203291,154989,48302,2512,1835,677,6429,3810,2619,34022,9005,25017,160328,140339,19989,19164,10385,8779,186,88,98,3047,1376,1671,3759,670,3089,12172,8251,3921,456357,180315,276042,
DISTRICT,2001,Karimnagar,Rural,667824,2813010,1402279,1410731,383268,195053,188215,566525,283722,282803,81530,41071,40459,1220542,761133,459409,1592468,641146,951322,1489104,791634,697470,1255663,713534,542129,414318,259511,154807,392714,182019,210695,157372,38360,119012,291259,233644,57615,233441,78100,155341,15242,5038,10204,169564,53188,116376,21186,3325,17861,27449,16549,10900,1323906,610645,713261,
DISTRICT,2001,Karimganj,Urban,13863,73850,38150,35700,6997,3581,3416,10199,5199,5000,341,206,135,60415,32337,28078,13435,5813,7622,22790,19170,3620,21310,18346,2964,92,69,23,22,12,10,173,125,48,21023,18140,2883,1480,824,656,17,9,8,1,1,0,60,23,37,1402,791,611,51060,18980,32080,
DISTRICT,2001,Karimganj,Rural,165278,934126,479530,454596,170434,86710,83724,120758,62573,58185,2560,1340,1220,489704,286868,202836,444422,192662,251760,280504,226907,53597,213706,189508,24198,64555,61552,3003,24894,22971,1923,6340,3714,2626,117917,101271,16646,66798,37399,29399,11296,6577,4719,20818,14082,6736,7106,1235,5871,27578,15505,12073,653622,252623,400999,
DISTRICT,2001,Kargil,Urban,2065,10657,6835,3822,1045,546,499,50,29,21,8473,4928,3545,7764,5613,2151,2893,1222,1671,4760,3958,802,4437,3810,627,131,13,118,8,6,2,11,3,8,4287,3788,499,323,148,175,163,34,129,26,6,20,1,0,1,133,108,25,5897,2877,3020,
DISTRICT,2001,Kargil,Rural,15081,108650,58120,50530,18336,9244,9092,89,86,3,96904,49877,47027,53039,36219,16820,55611,21901,33710,50885,28572,22313,33893,21982,11911,13433,6212,7221,238,145,93,373,174,199,19849,15451,4398,16992,6590,10402,12032,4111,7921,360,154,206,477,97,380,4123,2228,1895,57765,29548,28217,
DISTRICT,2001,Karbi Anglong,Urban,19195,91930,48950,42980,13304,6781,6523,2543,1369,1174,35813,18537,17276,64147,36908,27239,27783,12042,15741,28591,22487,6104,24660,20603,4057,2149,1688,461,383,312,71,627,333,294,21501,18270,3231,3931,1884,2047,552,211,341,460,185,275,495,106,389,2424,1382,1042,63339,26463,36876,
DISTRICT,2001,Karbi Anglong,Rural,125139,721381,373300,348081,136926,69341,67585,26977,14144,12833,417150,212392,204758,318427,195744,122683,402954,177556,225398,301889,184321,117568,206978,152442,54536,143727,104034,39693,14557,10184,4373,4705,2207,2498,43989,36017,7972,94911,31879,63032,47451,16622,30829,30062,9869,20193,6448,875,5573,10950,4513,6437,419492,188979,230513,
DISTRICT,2001,Karauli,Urban,25635,171945,91623,80322,32205,17038,15167,32141,17087,15054,7533,4110,3423,96751,61711,35040,75194,29912,45282,47903,39310,8593,38483,34641,3842,4006,3171,835,652,485,167,2402,1511,891,31423,29474,1949,9420,4669,4751,1908,195,1713,1842,668,1174,1080,243,837,4590,3563,1027,124042,52313,71729,
DISTRICT,2001,Karauli,Rural,154877,1037720,560375,477345,217137,116069,101068,247991,133424,114567,263097,141852,121245,511921,350998,160923,525799,209377,316422,435207,252949,182258,316967,224817,92150,221647,143285,78362,14442,8398,6044,6320,4618,1702,74558,68516,6042,118240,28132,90108,68297,12152,56145,33134,7253,25881,2995,831,2164,13814,7896,5918,602513,307426,295087,
DISTRICT,2001,Karaikal,Urban,16486,74438,36837,37601,9519,4818,4701,8492,4166,4326,0,0,0,54169,28884,25285,20269,7953,12316,23744,19003,4741,22083,18154,3929,282,254,28,2138,1651,487,320,155,165,19343,16094,3249,1661,849,812,32,24,8,599,165,434,68,19,49,962,641,321,50694,17834,32860,
DISTRICT,2001,Karaikal,Rural,21908,96353,47650,48703,12045,6096,5949,22376,11076,11300,0,0,0,68097,36885,31212,28256,10765,17491,33753,25423,8330,29556,23288,6268,1889,1718,171,10799,7431,3368,410,243,167,16458,13896,2562,4197,2135,2062,77,55,22,3252,1526,1726,114,26,88,754,528,226,62600,22227,40373,
DISTRICT,2001,Kapurthala,Urban,47016,246527,133650,112877,28750,16048,12702,52490,27918,24572,0,0,0,179673,101430,78243,66854,32220,34634,83666,71294,12372,77375,67739,9636,2906,2481,425,2571,2227,344,2523,2094,429,69375,60937,8438,6291,3555,2736,83,35,48,761,569,192,255,85,170,5192,2866,2326,162861,62356,100505,
DISTRICT,2001,Kapurthala,Rural,89648,507994,265973,242021,66254,37187,29067,173297,91245,82052,0,0,0,307881,172293,135588,200113,93680,106433,179075,139772,39303,153847,126959,26888,52500,47843,4657,22962,19314,3648,4505,3096,1409,73880,56706,17174,25228,12813,12415,2941,1112,1829,9438,5333,4105,1114,299,815,11735,6069,5666,328919,126201,202718,
DISTRICT,2001,Kanpur Nagar,Urban,482654,2797511,1509144,1288367,351971,189856,162115,315912,169721,146191,1589,830,759,1917110,1089955,827155,880401,419189,461212,776273,699720,76553,697672,636935,60737,8997,7013,1984,5670,4617,1053,25131,21226,3905,657874,604079,53795,78601,62785,15816,1090,674,416,2933,1981,952,5387,3274,2113,69191,56856,12335,2021238,809424,1211814,
DISTRICT,2001,Kanpur Nagar,Rural,231726,1370488,738072,632416,239330,126582,112748,369897,199767,170130,462,248,214,742723,459550,283173,627765,278522,349243,471560,361681,109879,342606,292904,49702,183417,160075,23342,73072,58255,14817,12188,9841,2347,73929,64733,9196,128954,68777,60177,29268,11243,18025,73568,40322,33246,6017,2850,3167,20101,14362,5739,898928,376391,522537,
DISTRICT,2001,Kanpur Dehat,Urban,17255,107767,57715,50052,17622,9392,8230,17773,9594,8179,0,0,0,67456,39262,28194,40311,18453,21858,28341,25053,3288,23138,21230,1908,3099,2819,280,1279,1147,132,1546,1344,202,17214,15920,1294,5203,3823,1380,182,112,70,1428,1076,352,411,230,181,3182,2405,777,79426,32662,46764,
DISTRICT,2001,Kanpur Dehat,Rural,242682,1455569,786624,668945,262813,138807,124006,370646,201457,169189,382,186,196,784894,492501,292393,670675,294123,376552,484870,382512,102358,354092,319488,34604,219712,200934,18778,57893,49680,8213,9620,7858,1762,66867,61016,5851,130778,63024,67754,37625,12191,25434,70074,35796,34278,5041,2076,2965,18038,12961,5077,970699,404112,566587,
DISTRICT,2001,Kannur,Urban,219436,1212898,574273,638625,136652,69713,66939,46549,22582,23967,552,292,260,1012989,489871,523118,199909,84402,115507,361080,279211,81869,313657,249957,63700,3729,2640,1089,15450,9704,5746,9620,6195,3425,284858,231418,53440,47423,29254,18169,1272,581,691,8207,3780,4427,2206,732,1474,35738,24161,11577,851818,295062,556756,
DISTRICT,2001,Kannur,Rural,237932,1196058,578544,617514,143151,72912,70239,52442,25693,26749,19417,9501,9916,958414,481194,477220,237644,97350,140294,406117,296380,109737,313219,243920,69299,31367,26242,5125,48043,30653,17390,5642,3298,2344,228167,183727,44440,92898,52460,40438,9556,4013,5543,29981,15333,14648,1775,542,1233,51586,32572,19014,789941,282164,507777,
DISTRICT,2001,Kanniyakumari,Urban,245679,1093927,542753,551174,117366,59496,57870,40864,20155,20709,1882,905,977,862169,440356,421813,231758,102397,129361,352852,285742,67110,296034,245206,50828,5727,5295,432,33654,30109,3545,15782,6842,8940,240871,202960,37911,56818,40536,16282,737,529,208,14755,11962,2793,7603,2003,5600,33723,26042,7681,741075,257011,484064,
DISTRICT,2001,Kanniyakumari,Rural,130820,582107,289516,292591,64353,32829,31524,26848,13210,13638,3561,1773,1788,446153,228311,217842,135954,61205,74749,195204,154978,40226,158344,129656,28688,7707,6217,1490,23157,20031,3126,8140,3291,4849,119340,100117,19223,36860,25322,11538,1488,825,663,11167,8770,2397,4540,1181,3359,19665,14546,5119,386903,134538,252365,
DISTRICT,2001,Kannauj,Urban,33329,231972,122419,109553,39751,20969,18782,27336,14575,12761,44,21,23,127160,74490,52670,104812,47929,56883,71729,55540,16189,55932,49301,6631,5039,4954,85,4113,3978,135,9391,6372,3019,37389,33997,3392,15797,6239,9558,238,152,86,1698,1580,118,9488,1501,7987,4373,3006,1367,160243,66879,93364,
DISTRICT,2001,Kannauj,Rural,179318,1156951,621751,535200,220414,115120,105294,228702,124233,104469,3,2,1,571274,367956,203318,585677,253795,331882,385862,307763,78099,291140,268552,22588,214190,204926,9264,33780,31626,2154,18123,9885,8238,25047,22115,2932,94722,39211,55511,29069,9723,19346,31921,20609,11312,23778,3923,19855,9954,4956,4998,771089,313988,457101,
DISTRICT,2001,Kanker,Urban,6513,31385,15887,15498,3922,1937,1985,2079,1004,1075,7200,3663,3537,23427,12935,10492,7958,2952,5006,10259,7458,2801,9066,6914,2152,763,496,267,811,411,400,356,180,176,7136,5827,1309,1193,544,649,81,35,46,290,106,184,139,55,84,683,348,335,21126,8429,12697,
DISTRICT,2001,Kanker,Rural,120781,619549,308749,310800,102957,52187,50770,25584,12536,13048,357831,177162,180669,373370,210844,162526,246179,97905,148274,341600,177441,164159,243418,149775,93643,168684,104342,64342,39754,19674,20080,4591,2668,1923,30389,23091,7298,98182,27666,70516,43346,12271,31075,44081,12509,31572,767,243,524,9988,2643,7345,277949,131308,146641,
DISTRICT,2001,Kangra,Urban,15997,72285,37995,34290,7519,4061,3458,10819,5626,5193,225,121,104,56100,30561,25539,16185,7434,8751,23736,18551,5185,21227,17104,4123,449,279,170,166,141,25,432,317,115,20180,16367,3813,2509,1447,1062,726,180,546,156,109,47,149,74,75,1478,1084,394,48549,19444,29105,
DISTRICT,2001,Kangra,Rural,256490,1266745,623259,643486,157047,85574,71473,268721,134232,134489,1372,748,624,884405,469822,414583,382340,153437,228903,565258,316896,248362,315422,225132,90290,144385,77293,67092,11100,8445,2655,10830,8596,2234,149107,130798,18309,249836,91764,158072,189797,56822,132975,28112,15106,13006,7934,2551,5383,23993,17285,6708,701487,306363,395124,
DISTRICT,2001,Kandhamal,Urban,9411,44094,22870,21224,5395,2833,2562,9144,4574,4570,6272,3194,3078,33045,18755,14290,11049,4115,6934,12970,10475,2495,11703,9807,1896,186,162,24,105,86,19,278,200,78,11134,9359,1775,1267,668,599,25,8,17,97,43,54,74,26,48,1071,591,480,31124,12395,18729,
DISTRICT,2001,Kandhamal,Rural,136265,604107,299929,304178,111903,56697,55206,100362,49843,50519,330537,163089,167448,246660,164978,81682,357447,134951,222496,293239,158421,134818,164425,122734,41691,75500,58706,16794,39319,26100,13219,5775,3220,2555,43831,34708,9123,128814,35687,93127,26540,7541,18999,70868,20216,50652,15864,961,14903,15542,6969,8573,310868,141508,169360,
DISTRICT,2001,Kancheepuram,Urban,350744,1534966,781147,753819,171558,87501,84057,225057,112839,112218,8446,4201,4245,1160498,631097,529401,374468,150050,224418,539317,422059,117258,477517,383986,93531,8455,6114,2341,15678,9787,5891,30047,20247,9800,423337,347838,75499,61800,38073,23727,1251,619,632,12829,6510,6319,5285,1597,3688,42435,29347,13088,995649,359088,636561,
DISTRICT,2001,Kancheepuram,Rural,302497,1342502,676095,666407,165701,84496,81205,496932,249258,247674,18062,9066,8996,791700,457846,333854,550802,218249,332553,605612,382095,223517,438778,303768,135010,105136,75903,29233,154292,86481,67811,23185,14879,8306,156165,126505,29660,166834,78327,88507,11948,5733,6215,122982,52951,70031,6419,2449,3970,25485,17194,8291,736890,294000,442890,
DISTRICT,2001,Kamrup Metropolitan,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kamrup Metropolitan,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kamrup,Urban,203564,908217,493543,414674,100195,51692,48503,53320,27676,25644,32506,16806,15700,698016,399723,298293,210201,93820,116381,319009,266744,52265,301019,254527,46492,2386,1726,660,1077,782,295,8856,5257,3599,288700,246762,41938,17990,12217,5773,235,176,59,645,412,233,1868,688,1180,15242,10941,4301,589208,226799,362409,
DISTRICT,2001,Kamrup,Rural,287176,1614107,833438,780669,253584,129084,124500,117221,60400,56821,217887,110183,107704,910175,530533,379642,703932,302905,401027,523244,400224,123020,396791,345763,51028,166543,149703,16840,33818,28509,5309,17317,8632,8685,179113,158919,20194,126453,54461,71992,38098,15824,22274,40434,19877,20557,18717,2170,16547,29204,16590,12614,1090863,433214,657649,
DISTRICT,2001,Kalahandi,Urban,20682,100219,51914,48305,13324,6728,6596,17122,8510,8612,6777,3439,3338,64642,38205,26437,35577,13709,21868,31215,25803,5412,27537,23849,3688,929,857,72,1245,1003,242,520,407,113,24843,21582,3261,3678,1954,1724,121,104,17,1433,503,930,151,62,89,1973,1285,688,69004,26111,42893,
DISTRICT,2001,Kalahandi,Rural,299942,1235275,615612,619663,204565,103079,101486,218897,108834,110063,375796,185207,190589,448741,311268,137473,786534,304344,482190,589735,355641,234094,354513,289821,64692,151866,134726,17140,125293,91803,33490,11013,7737,3276,66341,55555,10786,235222,65820,169402,31068,11013,20055,184544,47229,137315,6145,1352,4793,13465,6226,7239,645540,259971,385569,
DISTRICT,2001,Kaithal,Urban,33483,183482,98885,84597,26544,15004,11540,30662,16627,14035,0,0,0,113513,66831,46682,69969,32054,37915,55070,47814,7256,47547,43099,4448,3458,3269,189,1530,1348,182,1531,1217,314,41028,37265,3763,7523,4715,2808,331,36,295,1435,609,826,194,71,123,5563,3999,1564,128412,51071,77341,
DISTRICT,2001,Kaithal,Rural,130775,762649,411628,351021,118943,66239,52704,173213,93745,79468,0,0,0,359050,230026,129024,403599,181602,221997,316941,211865,105076,220580,183173,37407,115327,96488,18839,38952,31668,7284,2978,2315,663,63323,52702,10621,96361,28692,67669,30722,5510,25212,42031,14252,27779,1959,384,1575,21649,8546,13103,445708,199763,245945,
DISTRICT,2001,Kaimur (Bhabua),Urban,6128,41775,22797,18978,6865,3593,3272,4182,2342,1840,1051,558,493,26835,16346,10489,14940,6451,8489,9248,8356,892,8163,7666,497,852,824,28,286,264,22,556,466,90,6469,6112,357,1085,690,395,53,46,7,545,259,286,83,49,34,404,336,68,32527,14441,18086,
DISTRICT,2001,Kaimur (Bhabua),Rural,178669,1247299,654826,592473,262947,135507,127440,282109,148689,133420,34611,18081,16530,535019,358850,176169,712280,295976,416304,433639,307713,125926,304709,249069,55640,117782,105155,12627,134311,99119,35192,9971,7315,2656,42645,37480,5165,128930,58644,70286,32222,15103,17119,80192,35872,44320,4884,1607,3277,11632,6062,5570,813660,347113,466547,
DISTRICT,2001,Kachchh,Urban,96009,474892,247682,227210,65094,34147,30947,53497,27955,25542,23854,12561,11293,303136,174885,128251,171756,72797,98959,154767,133167,21600,144384,129055,15329,2756,2153,603,3089,1955,1134,2813,1824,989,135726,123123,12603,10383,4112,6271,251,35,216,1150,265,885,2114,134,1980,6868,3678,3190,320125,114515,205610,
DISTRICT,2001,Kachchh,Rural,224579,1108333,567470,540863,189354,98264,91090,132435,68039,64396,106284,55307,50977,491347,305670,185677,616986,261800,355186,450832,304031,146801,353802,282372,71430,95789,77224,18565,91781,65109,26672,11528,5879,5649,154704,134160,20544,97030,21659,75371,13706,2476,11230,46801,10942,35859,13756,464,13292,22767,7777,14990,657501,263439,394062,
DISTRICT,2001,Jyotiba Phule Nagar,Urban,53121,368187,193849,174338,65782,34123,31659,34837,18640,16197,23,13,10,163621,98725,64896,204566,95124,109442,107476,90328,17148,97276,85208,12068,6235,5918,317,5876,5559,317,17953,10306,7647,67212,63425,3787,10200,5120,5080,361,127,234,1021,697,324,4245,633,3612,4573,3663,910,260711,103521,157190,
DISTRICT,2001,Jyotiba Phule Nagar,Rural,174448,1130881,601379,529502,236463,124048,112415,224020,118931,105089,1,1,0,428435,299878,128557,702446,301501,400945,370627,288312,82315,285466,258218,27248,187744,171699,16045,41474,38209,3265,8138,5319,2819,48110,42991,5119,85161,30094,55067,34439,5768,28671,26097,14151,11946,7781,1112,6669,16844,9063,7781,760254,313067,447187,
DISTRICT,2001,Junagadh,Urban,129103,711528,366936,344592,96307,51396,44911,45138,23391,21747,5159,2710,2449,477201,270918,206283,234327,96018,138309,217203,188178,29025,199646,179612,20034,8601,7137,1464,9911,7365,2546,2181,1626,555,178953,163484,15469,17557,8566,8991,1255,292,963,4184,1835,2349,943,144,799,11175,6295,4880,494325,178758,315567,
DISTRICT,2001,Junagadh,Rural,303781,1736645,885414,851231,273384,142896,130488,190486,97913,92573,13673,7056,6617,931677,562146,369531,804968,323268,481700,783639,495498,288141,585884,464143,121741,288550,223795,64755,145835,104035,41800,8957,7759,1198,142542,128554,13988,197755,31355,166400,93428,9678,83750,86475,15084,71391,2622,510,2112,15230,6083,9147,953006,389916,563090,
DISTRICT,2001,Jorhat,Urban,36476,171320,91185,80135,18414,9508,8906,11087,5754,5333,2279,1201,1078,132912,73600,59312,38408,17585,20823,59396,49521,9875,54611,46543,8068,566,406,160,245,177,68,678,504,174,53122,45456,7666,4785,2978,1807,344,152,192,291,108,183,510,204,306,3640,2514,1126,111924,41664,70260,
DISTRICT,2001,Jorhat,Rural,159215,827901,425830,402071,115474,58548,56926,67576,34723,32853,120855,61264,59591,527679,301800,225879,300222,124030,176192,354952,222540,132412,230481,172061,58420,87926,64384,23542,7486,5453,2033,5735,3666,2069,129334,98558,30776,124471,50479,73992,67810,25807,42003,24352,10155,14197,10670,1789,8881,21639,12728,8911,472949,203290,269659,
DISTRICT,2001,Jodhpur,Urban,167645,977082,519718,457364,146693,77136,69557,123163,64654,58509,18122,9554,8568,627313,377791,249522,349769,141927,207842,284738,250102,34636,262315,234897,27418,9061,5043,4018,3239,2146,1093,13292,10926,2366,236723,216782,19941,22423,15205,7218,560,217,343,1924,597,1327,2220,739,1481,17719,13652,4067,692344,269616,422728,
